505402;18;71;Jalovec,,ZŠ;08:43:00;401;Lipt.Mikuláš,,AS;09:03:00;9
505402;20;71;Jalovec,,ZŠ;11:10:00;401;Lipt.Mikuláš,,AS;11:33:00;11
505402;22;71;Jalovec,,ZŠ;12:50:00;401;Lipt.Mikuláš,,AS;13:09:00;9
505402;30;71;Jalovec,,ZŠ;13:58:00;401;Lipt.Mikuláš,,AS;14:12:00;8
505402;32;71;Jalovec,,ZŠ;15:00:00;401;Lipt.Mikuláš,,AS;15:14:00;8
505402;34;71;Jalovec,,ZŠ;16:05:00;22;Bobrovec,,OcÚ;16:10:00;2
505402;42;71;Jalovec,,ZŠ;20:55:00;401;Lipt.Mikuláš,,AS;21:06:00;8
505403;5;401;Lipt.Mikuláš,,AS;07:10:00;211;Trstené,,otoč.;07:24:00;7
505403;7;401;Lipt.Mikuláš,,AS;12:50:00;211;Trstené,,otoč.;13:05:00;8
505403;9;401;Lipt.Mikuláš,,AS;14:25:00;211;Trstené,,otoč.;14:40:00;8
505403;11;401;Lipt.Mikuláš,,AS;15:13:00;25;Bobrovec,,ZŠ;15:26:00;7
505403;8;211;Trstené,,otoč.;07:25:00;401;Lipt.Mikuláš,,AS;07:42:00;8
505403;10;211;Trstené,,otoč.;13:10:00;401;Lipt.Mikuláš,,AS;13:24:00;7
505403;12;211;Trstené,,otoč.;14:41:00;401;Lipt.Mikuláš,,AS;14:53:00;7
505403;14;25;Bobrovec,,ZŠ;15:27:00;401;Lipt.Mikuláš,,AS;15:38:00;6
505404;1;401;Lipt.Mikuláš,,AS;15:30:00;220;Veľké Borové,,Škrlák;16:42:00;42
505404;5;401;Lipt.Mikuláš,,AS;10:55:00;220;Veľké Borové,,Škrlák;12:06:00;38
505404;4;220;Veľké Borové,,Škrlák;05:35:00;401;Lipt.Mikuláš,,AS;06:45:00;41
505404;8;220;Veľké Borové,,Škrlák;12:30:00;401;Lipt.Mikuláš,,AS;13:32:00;37
505405;3;401;Lipt.Mikuláš,,AS;06:15:00;83;Lipt.Anna,,garáž SAD;06:43:00;20
505405;9;401;Lipt.Mikuláš,,AS;11:10:00;83;Lipt.Anna,,garáž SAD;11:58:00;30
505405;15;80;Kvačany,,ZŠ;13:12:00;83;Lipt.Anna,,garáž SAD;13:47:00;23
505405;17;401;Lipt.Mikuláš,,AS;14:25:00;83;Lipt.Anna,,garáž SAD;15:10:00;30
505405;19;401;Lipt.Mikuláš,,AS;15:50:00;83;Lipt.Anna,,garáž SAD;16:32:00;30
505405;23;401;Lipt.Mikuláš,,AS;18:40:00;83;Lipt.Anna,,garáž SAD;19:30:00;30
505405;6;83;Lipt.Anna,,garáž SAD;05:15:00;401;Lipt.Mikuláš,,AS;06:05:00;30
505405;8;83;Lipt.Anna,,garáž SAD;06:45:00;79;Kvačany,,RD;07:18:00;16
505405;10;83;Lipt.Anna,,garáž SAD;12:00:00;427;Kvačany,,garáž SAD;12:42:00;22
505405;18;83;Lipt.Anna,,garáž SAD;13:50:00;401;Lipt.Mikuláš,,AS;14:09:00;19
505405;22;83;Lipt.Anna,,garáž SAD;15:18:00;401;Lipt.Mikuláš,,AS;15:45:00;19
505405;4;83;Lipt.Anna,,garáž SAD;16:32:00;401;Lipt.Mikuláš,,AS;17:00:00;19
505406;1;401;Lipt.Mikuláš,,AS;14:25:00;79;Kvačany,,RD;14:51:00;18
505406;7;401;Lipt.Mikuláš,,AS;11:45:00;79;Kvačany,,RD;12:14:00;18
505406;19;401;Lipt.Mikuláš,,AS;22:27:00;79;Kvačany,,RD;23:00:00;22
505406;13;401;Lipt.Mikuláš,,AS;10:20:00;79;Kvačany,,RD;10:52:00;18
505406;5;401;Lipt.Mikuláš,,AS;06:30:00;79;Kvačany,,RD;07:15:00;24
505406;11;401;Lipt.Mikuláš,,AS;15:50:00;79;Kvačany,,RD;16:20:00;18
505406;17;401;Lipt.Mikuláš,,AS;17:35:00;79;Kvačany,,RD;18:11:00;22
505406;21;89;Lipt.Sielnica,,rázc.;19:00:00;79;Kvačany,,RD;19:20:00;10
505406;23;401;Lipt.Mikuláš,,AS;12:56:00;162;Lipt.Trnovec,,ZŠ;13:08:00;8
505406;4;79;Kvačany,,RD;04:34:00;401;Lipt.Mikuláš,,AS;05:05:00;22
505406;14;79;Kvačany,,RD;14:55:00;401;Lipt.Mikuláš,,AS;15:32:00;21
505406;20;79;Kvačany,,RD;20:40:00;401;Lipt.Mikuláš,,AS;21:15:00;21
505406;16;79;Kvačany,,RD;05:25:00;401;Lipt.Mikuláš,,AS;05:59:00;22
505406;8;79;Kvačany,,RD;07:15:00;401;Lipt.Mikuláš,,AS;07:45:00;18
505406;18;79;Kvačany,,RD;08:10:00;401;Lipt.Mikuláš,,AS;08:44:00;18
505406;24;427;Kvačany,,garáž SAD;13:15:00;401;Lipt.Mikuláš,,AS;13:56:00;21
505406;26;79;Kvačany,,RD;16:20:00;89;Lipt.Sielnica,,rázc.;16:44:00;12
505406;28;79;Kvačany,,RD;18:45:00;89;Lipt.Sielnica,,rázc.;18:55:00;6
505406;30;162;Lipt.Trnovec,,ZŠ;13:15:00;401;Lipt.Mikuláš,,AS;13:25:00;7
505406;10;79;Kvačany,,RD;12:10:00;401;Lipt.Mikuláš,,AS;12:56:00;24
505408;3;401;Lipt.Mikuláš,,AS;06:25:00;198;Prosiek,,otoč.;06:52:00;18
505408;6;198;Prosiek,,otoč.;06:55:00;401;Lipt.Mikuláš,,AS;07:32:00;18
505408;2;197;Prosiek,,garáž SAD;04:20:00;79;Kvačany,,RD;04:34:00;11
505410;3;401;Lipt.Mikuláš,,AS;05:20:00;156;Konská,,ZŠ;05:45:00;14
505410;7;401;Lipt.Mikuláš,,AS;06:25:00;156;Konská,,ZŠ;06:55:00;16
505410;13;401;Lipt.Mikuláš,,AS;08:35:00;156;Konská,,ZŠ;09:08:00;16
505410;15;401;Lipt.Mikuláš,,AS;10:40:00;156;Konská,,ZŠ;11:20:00;16
505410;17;401;Lipt.Mikuláš,,AS;12:15:00;156;Konská,,ZŠ;12:49:00;16
505410;21;401;Lipt.Mikuláš,,AS;14:25:00;156;Konská,,ZŠ;14:53:00;14
505410;23;401;Lipt.Mikuláš,,AS;14:25:00;69;Jakubovany,,Hrča;14:50:00;12
505410;31;401;Lipt.Mikuláš,,AS;17:25:00;156;Konská,,ZŠ;18:00:00;16
505410;35;401;Lipt.Mikuláš,,AS;22:10:00;156;Konská,,ZŠ;22:40:00;16
505410;37;401;Lipt.Mikuláš,,AS;19:20:00;156;Konská,,ZŠ;19:52:00;16
505410;43;401;Lipt.Mikuláš,,AS;12:15:00;13;Beňadiková,,kult.dom;12:33:00;8
505410;47;401;Lipt.Mikuláš,,AS;15:40:00;156;Konská,,ZŠ;16:18:00;16
505410;19;399;Lipt.Mikuláš,,ul.Hurbanova MŠ;13:20:00;156;Konská,,ZŠ;13:55:00;15
505410;53;14;Beňadiková,,rázc.;06:45:00;69;Jakubovany,,Hrča;06:54:00;5
505410;4;156;Konská,,ZŠ;04:45:00;401;Lipt.Mikuláš,,AS;05:15:00;16
505410;6;13;Beňadiková,,kult.dom;04:50:00;401;Lipt.Mikuláš,,AS;05:05:00;8
505410;12;156;Konská,,ZŠ;05:45:00;401;Lipt.Mikuláš,,AS;06:18:00;16
505410;16;156;Konská,,ZŠ;07:00:00;401;Lipt.Mikuláš,,AS;07:29:00;14
505410;18;69;Jakubovany,,Hrča;07:05:00;401;Lipt.Mikuláš,,AS;07:33:00;12
505410;22;156;Konská,,ZŠ;09:10:00;401;Lipt.Mikuláš,,AS;09:40:00;14
505410;24;156;Konská,,ZŠ;11:25:00;401;Lipt.Mikuláš,,AS;11:55:00;14
505410;26;156;Konská,,ZŠ;12:55:00;401;Lipt.Mikuláš,,AS;13:30:00;16
505410;28;156;Konská,,ZŠ;13:55:00;401;Lipt.Mikuláš,,AS;14:20:00;14
505410;34;156;Konská,,ZŠ;15:03:00;401;Lipt.Mikuláš,,AS;15:36:00;16
505410;38;156;Konská,,ZŠ;16:20:00;401;Lipt.Mikuláš,,AS;16:53:00;16
505410;40;156;Konská,,ZŠ;18:20:00;401;Lipt.Mikuláš,,AS;18:51:00;16
505410;42;156;Konská,,ZŠ;20:50:00;401;Lipt.Mikuláš,,AS;21:20:00;16
505410;46;13;Beňadiková,,kult.dom;13:00:00;437;Lipt.Mikuláš,,ul.Štúrova MsÚ;13:12:00;7
505411;1;401;Lipt.Mikuláš,,AS;05:30:00;221;Veterná Poruba,,OcÚ;05:48:00;10
505411;3;401;Lipt.Mikuláš,,AS;06:25:00;221;Veterná Poruba,,OcÚ;06:47:00;10
505411;7;401;Lipt.Mikuláš,,AS;12:15:00;221;Veterná Poruba,,OcÚ;12:41:00;10
505411;9;437;Lipt.Mikuláš,,ul.Štúrova MsÚ;13:35:00;221;Veterná Poruba,,OcÚ;13:55:00;9
505411;11;401;Lipt.Mikuláš,,AS;14:25:00;221;Veterná Poruba,,OcÚ;14:48:00;10
505411;15;401;Lipt.Mikuláš,,AS;16:05:00;221;Veterná Poruba,,OcÚ;16:30:00;10
505411;19;401;Lipt.Mikuláš,,AS;09:10:00;221;Veterná Poruba,,OcÚ;09:31:00;10
505411;21;401;Lipt.Mikuláš,,AS;18:25:00;221;Veterná Poruba,,OcÚ;18:47:00;10
505411;2;221;Veterná Poruba,,OcÚ;05:00:00;401;Lipt.Mikuláš,,AS;05:21:00;10
505411;4;221;Veterná Poruba,,OcÚ;05:50:00;401;Lipt.Mikuláš,,AS;06:12:00;10
505411;6;221;Veterná Poruba,,OcÚ;07:15:00;401;Lipt.Mikuláš,,AS;07:41:00;10
505411;8;221;Veterná Poruba,,OcÚ;13:05:00;437;Lipt.Mikuláš,,ul.Štúrova MsÚ;13:25:00;9
505411;12;221;Veterná Poruba,,OcÚ;13:55:00;401;Lipt.Mikuláš,,AS;14:16:00;10
505411;14;221;Veterná Poruba,,OcÚ;14:50:00;401;Lipt.Mikuláš,,AS;15:10:00;10
505411;18;221;Veterná Poruba,,OcÚ;16:35:00;401;Lipt.Mikuláš,,AS;16:59:00;10
505411;20;221;Veterná Poruba,,OcÚ;09:35:00;401;Lipt.Mikuláš,,AS;09:58:00;10
505412;1;401;Lipt.Mikuláš,,AS;05:20:00;439;Žiar,,Dolinky;05:44:00;14
505412;3;401;Lipt.Mikuláš,,AS;17:05:00;439;Žiar,,Dolinky;17:35:00;14
505412;5;401;Lipt.Mikuláš,,AS;05:55:00;439;Žiar,,Dolinky;06:16:00;14
505412;7;401;Lipt.Mikuláš,,AS;06:20:00;244;Žiar,Žiarska dolina;06:51:00;15
505412;13;401;Lipt.Mikuláš,,AS;12:15:00;244;Žiar,Žiarska dolina;12:50:00;15
505412;15;401;Lipt.Mikuláš,,AS;13:10:00;439;Žiar,,Dolinky;13:40:00;14
505412;17;401;Lipt.Mikuláš,,AS;09:30:00;439;Žiar,,Dolinky;10:03:00;14
505412;19;401;Lipt.Mikuláš,,AS;15:12:00;439;Žiar,,Dolinky;15:45:00;14
505412;21;401;Lipt.Mikuláš,,AS;14:15:00;244;Žiar,Žiarska dolina;14:48:00;15
505412;23;401;Lipt.Mikuláš,,AS;16:00:00;244;Žiar,Žiarska dolina;16:30:00;15
505412;35;401;Lipt.Mikuláš,,AS;18:25:00;244;Žiar,Žiarska dolina;18:55:00;15
505412;41;401;Lipt.Mikuláš,,AS;20:20:00;439;Žiar,,Dolinky;20:48:00;14
505412;43;401;Lipt.Mikuláš,,AS;22:10:00;439;Žiar,,Dolinky;22:35:00;14
505412;2;439;Žiar,,Dolinky;04:54:00;401;Lipt.Mikuláš,,AS;05:20:00;14
505412;4;439;Žiar,,Dolinky;21:00:00;401;Lipt.Mikuláš,,AS;21:25:00;14
505412;8;439;Žiar,,Dolinky;05:44:00;401;Lipt.Mikuláš,,AS;06:14:00;14
505412;10;244;Žiar,Žiarska dolina;06:55:00;401;Lipt.Mikuláš,,AS;07:33:00;15
505412;12;439;Žiar,,Dolinky;15:48:00;401;Lipt.Mikuláš,,AS;16:10:00;14
505412;18;439;Žiar,,Dolinky;10:09:00;401;Lipt.Mikuláš,,AS;10:41:00;14
505412;20;244;Žiar,Žiarska dolina;12:57:00;401;Lipt.Mikuláš,,AS;13:32:00;15
505412;22;439;Žiar,,Dolinky;13:42:00;401;Lipt.Mikuláš,,AS;14:06:00;14
505412;24;244;Žiar,Žiarska dolina;14:52:00;401;Lipt.Mikuláš,,AS;15:25:00;15
505412;28;244;Žiar,Žiarska dolina;16:35:00;401;Lipt.Mikuláš,,AS;17:02:00;15
505412;38;244;Žiar,Žiarska dolina;18:55:00;401;Lipt.Mikuláš,,AS;19:22:00;15
505412;42;439;Žiar,,Dolinky;17:36:00;401;Lipt.Mikuláš,,AS;18:00:00;14
505412;6;439;Žiar,,Dolinky;06:20:00;401;Lipt.Mikuláš,,AS;06:50:00;14
505413;3;77;Kráľova Lehota,,žel.st.;04:45:00;236;Vyšná Boca,,Zacharovský;05:03:00;14
505413;11;123;Lipt.Hrádok,,žel.st.;05:27:00;236;Vyšná Boca,,Zacharovský;05:47:00;19
505413;19;123;Lipt.Hrádok,,žel.st.;06:07:00;236;Vyšná Boca,,Zacharovský;06:33:00;20
505413;23;401;Lipt.Mikuláš,,AS;10:05:00;236;Vyšná Boca,,Zacharovský;11:13:00;32
505413;29;77;Kráľova Lehota,,žel.st.;13:18:00;236;Vyšná Boca,,Zacharovský;13:39:00;14
505413;35;123;Lipt.Hrádok,,žel.st.;14:50:00;236;Vyšná Boca,,Zacharovský;15:15:00;20
505413;43;123;Lipt.Hrádok,,žel.st.;16:00:00;236;Vyšná Boca,,Zacharovský;16:30:00;20
505413;14;236;Vyšná Boca,,Zacharovský;05:10:00;123;Lipt.Hrádok,,žel.st.;05:39:00;20
505413;22;236;Vyšná Boca,,Zacharovský;05:54:00;123;Lipt.Hrádok,,žel.st.;06:33:00;24
505413;24;236;Vyšná Boca,,Zacharovský;06:37:00;75;Kráľova Lehota,,Jednota;06:59:00;15
505413;30;236;Vyšná Boca,,Zacharovský;11:45:00;77;Kráľova Lehota,,žel.st.;12:08:00;14
505413;40;236;Vyšná Boca,,Zacharovský;13:39:00;123;Lipt.Hrádok,,žel.st.;14:10:00;20
505413;42;236;Vyšná Boca,,Zacharovský;15:20:00;401;Lipt.Mikuláš,,AS;16:08:00;32
505413;48;236;Vyšná Boca,,Zacharovský;16:35:00;77;Kráľova Lehota,,žel.st.;16:55:00;14
505414;1;401;Lipt.Mikuláš,,AS;05:25:00;121;Lipt.Hrádok,,Tesla;05:45:00;14
505414;5;401;Lipt.Mikuláš,,AS;06:10:00;122;Lipt.Hrádok,,cint.;06:34:00;13
505414;7;401;Lipt.Mikuláš,,AS;20:28:00;123;Lipt.Hrádok,,žel.st.;20:48:00;12
505414;9;401;Lipt.Mikuláš,,AS;15:00:00;123;Lipt.Hrádok,,žel.st.;15:22:00;12
505414;17;401;Lipt.Mikuláš,,AS;13:20:00;121;Lipt.Hrádok,,Tesla;13:45:00;14
505414;19;401;Lipt.Mikuláš,,AS;06:27:00;431;Lipt.Hrádok,,Alcatel;06:53:00;14
505414;23;401;Lipt.Mikuláš,,AS;13:05:00;431;Lipt.Hrádok,,Alcatel;13:33:00;14
505414;27;401;Lipt.Mikuláš,,AS;05:20:00;431;Lipt.Hrádok,,Alcatel;05:47:00;14
505414;29;401;Lipt.Mikuláš,,AS;13:30:00;431;Lipt.Hrádok,,Alcatel;13:55:00;14
505414;31;401;Lipt.Mikuláš,,AS;12:55:00;123;Lipt.Hrádok,,žel.st.;13:17:00;12
505414;33;401;Lipt.Mikuláš,,AS;17:40:00;123;Lipt.Hrádok,,žel.st.;18:00:00;12
505414;45;401;Lipt.Mikuláš,,AS;06:10:00;123;Lipt.Hrádok,,žel.st.;06:30:00;12
505414;47;401;Lipt.Mikuláš,,AS;21:20:00;121;Lipt.Hrádok,,Tesla;21:45:00;14
505414;37;401;Lipt.Mikuláš,,AS;05:35:00;123;Lipt.Hrádok,,žel.st.;05:49:00;12
505414;25;401;Lipt.Mikuláš,,AS;10:50:00;123;Lipt.Hrádok,,žel.st.;11:15:00;12
505414;51;401;Lipt.Mikuláš,,AS;05:05:00;123;Lipt.Hrádok,,žel.st.;05:25:00;12
505414;2;121;Lipt.Hrádok,,Tesla;05:47:00;401;Lipt.Mikuláš,,AS;06:15:00;14
505414;6;123;Lipt.Hrádok,,žel.st.;07:15:00;401;Lipt.Mikuláš,,AS;07:35:00;12
505414;8;123;Lipt.Hrádok,,žel.st.;12:00:00;401;Lipt.Mikuláš,,AS;12:20:00;12
505414;16;121;Lipt.Hrádok,,Tesla;14:10:00;401;Lipt.Mikuláš,,AS;14:50:00;15
505414;20;431;Lipt.Hrádok,,Alcatel;06:15:00;401;Lipt.Mikuláš,,AS;06:41:00;14
505414;24;431;Lipt.Hrádok,,Alcatel;13:35:00;401;Lipt.Mikuláš,,AS;14:08:00;14
505414;26;431;Lipt.Hrádok,,Alcatel;14:40:00;401;Lipt.Mikuláš,,AS;15:07:00;14
505414;28;123;Lipt.Hrádok,,žel.st.;06:37:00;401;Lipt.Mikuláš,,AS;06:55:00;12
505414;30;431;Lipt.Hrádok,,Alcatel;15:20:00;401;Lipt.Mikuláš,,AS;15:45:00;14
505414;34;123;Lipt.Hrádok,,žel.st.;18:05:00;401;Lipt.Mikuláš,,AS;18:25:00;12
505414;50;123;Lipt.Hrádok,,žel.st.;10:35:00;401;Lipt.Mikuláš,,AS;10:55:00;12
505414;52;121;Lipt.Hrádok,,Tesla;22:05:00;401;Lipt.Mikuláš,,AS;22:27:00;14
505414;10;123;Lipt.Hrádok,,žel.st.;12:15:00;401;Lipt.Mikuláš,,AS;12:33:00;12
505414;40;123;Lipt.Hrádok,,žel.st.;17:25:00;401;Lipt.Mikuláš,,AS;17:47:00;12
505414;56;123;Lipt.Hrádok,,žel.st.;20:49:00;401;Lipt.Mikuláš,,AS;21:09:00;12
505414;60;123;Lipt.Hrádok,,žel.st.;18:43:00;401;Lipt.Mikuláš,,AS;19:00:00;12
505414;62;123;Lipt.Hrádok,,žel.st.;06:40:00;14;Beňadiková,,rázc.;06:45:00;5
505415;1;401;Lipt.Mikuláš,,AS;05:30:00;127;Lipt.Ján,,zot.Ďumbier;05:50:00;12
505415;5;401;Lipt.Mikuláš,,AS;06:20:00;449;Lipt.Ján,,Alexandra Wellness Hotel;06:47:00;13
505415;13;401;Lipt.Mikuláš,,AS;10:35:00;127;Lipt.Ján,,zot.Ďumbier;11:03:00;12
505415;15;401;Lipt.Mikuláš,,AS;12:20:00;127;Lipt.Ján,,zot.Ďumbier;12:44:00;12
505415;17;401;Lipt.Mikuláš,,AS;12:40:00;124;Lipt.Ján,,Jednota;13:03:00;11
505415;19;401;Lipt.Mikuláš,,AS;14:19:00;127;Lipt.Ján,,zot.Ďumbier;14:45:00;12
505415;23;401;Lipt.Mikuláš,,AS;15:20:00;449;Lipt.Ján,,Alexandra Wellness Hotel;15:49:00;13
505415;25;401;Lipt.Mikuláš,,AS;16:00:00;127;Lipt.Ján,,zot.Ďumbier;16:29:00;12
505415;27;401;Lipt.Mikuláš,,AS;16:55:00;127;Lipt.Ján,,zot.Ďumbier;17:19:00;12
505415;31;401;Lipt.Mikuláš,,AS;18:35:00;449;Lipt.Ján,,Alexandra Wellness Hotel;19:03:00;13
505415;33;401;Lipt.Mikuláš,,AS;20:50:00;127;Lipt.Ján,,zot.Ďumbier;21:13:00;12
505415;35;401;Lipt.Mikuláš,,AS;22:15:00;127;Lipt.Ján,,zot.Ďumbier;22:35:00;12
505415;47;401;Lipt.Mikuláš,,AS;06:45:00;124;Lipt.Ján,,Jednota;07:20:00;15
505415;7;401;Lipt.Mikuláš,,AS;08:20:00;127;Lipt.Ján,,zot.Ďumbier;08:44:00;12
505415;2;127;Lipt.Ján,,zot.Ďumbier;05:00:00;401;Lipt.Mikuláš,,AS;05:25:00;12
505415;4;127;Lipt.Ján,,zot.Ďumbier;16:35:00;401;Lipt.Mikuláš,,AS;17:00:00;12
505415;8;127;Lipt.Ján,,zot.Ďumbier;05:55:00;401;Lipt.Mikuláš,,AS;06:20:00;12
505415;12;449;Lipt.Ján,,Alexandra Wellness Hotel;06:50:00;401;Lipt.Mikuláš,,AS;07:20:00;13
505415;14;124;Lipt.Ján,,Jednota;07:30:00;401;Lipt.Mikuláš,,AS;07:51:00;11
505415;16;127;Lipt.Ján,,zot.Ďumbier;08:45:00;401;Lipt.Mikuláš,,AS;09:12:00;12
505415;18;127;Lipt.Ján,,zot.Ďumbier;11:07:00;401;Lipt.Mikuláš,,AS;11:31:00;12
505415;22;124;Lipt.Ján,,Jednota;13:10:00;401;Lipt.Mikuláš,,AS;13:43:00;15
505415;24;127;Lipt.Ján,,zot.Ďumbier;13:10:00;401;Lipt.Mikuláš,,AS;13:35:00;12
505415;28;127;Lipt.Ján,,zot.Ďumbier;14:47:00;401;Lipt.Mikuláš,,AS;15:12:00;12
505415;30;449;Lipt.Ján,,Alexandra Wellness Hotel;15:55:00;401;Lipt.Mikuláš,,AS;16:25:00;13
505415;36;449;Lipt.Ján,,Alexandra Wellness Hotel;19:15:00;401;Lipt.Mikuláš,,AS;19:40:00;13
505415;38;127;Lipt.Ján,,zot.Ďumbier;21:15:00;401;Lipt.Mikuláš,,AS;21:35:00;12
505415;50;127;Lipt.Ján,,zot.Ďumbier;17:25:00;401;Lipt.Mikuláš,,AS;17:50:00;12
505416;1;401;Lipt.Mikuláš,,AS;05:12:00;239;Závažná Poruba,,otoč.;05:30:00;9
505416;7;401;Lipt.Mikuláš,,AS;05:25:00;239;Závažná Poruba,,otoč.;05:42:00;9
505416;9;401;Lipt.Mikuláš,,AS;06:35:00;239;Závažná Poruba,,otoč.;06:53:00;9
505416;11;401;Lipt.Mikuláš,,AS;07:05:00;239;Závažná Poruba,,otoč.;07:30:00;13
505416;13;401;Lipt.Mikuláš,,AS;08:25:00;239;Závažná Poruba,,otoč.;08:45:00;9
505416;15;401;Lipt.Mikuláš,,AS;11:20:00;239;Závažná Poruba,,otoč.;11:40:00;9
505416;19;401;Lipt.Mikuláš,,AS;12:50:00;239;Závažná Poruba,,otoč.;13:12:00;9
505416;21;401;Lipt.Mikuláš,,AS;13:30:00;239;Závažná Poruba,,otoč.;13:55:00;9
505416;25;401;Lipt.Mikuláš,,AS;14:35:00;239;Závažná Poruba,,otoč.;14:55:00;9
505416;29;401;Lipt.Mikuláš,,AS;15:25:00;239;Závažná Poruba,,otoč.;15:50:00;9
505416;35;401;Lipt.Mikuláš,,AS;18:35:00;239;Závažná Poruba,,otoč.;18:54:00;9
505416;37;401;Lipt.Mikuláš,,AS;20:00:00;239;Závažná Poruba,,otoč.;20:16:00;9
505416;39;401;Lipt.Mikuláš,,AS;22:10:00;239;Závažná Poruba,,otoč.;22:26:00;9
505416;41;401;Lipt.Mikuláš,,AS;17:00:00;239;Závažná Poruba,,otoč.;17:18:00;9
505416;6;239;Závažná Poruba,,otoč.;05:00:00;401;Lipt.Mikuláš,,AS;05:19:00;9
505416;10;239;Závažná Poruba,,otoč.;05:30:00;401;Lipt.Mikuláš,,AS;05:46:00;9
505416;12;239;Závažná Poruba,,otoč.;05:52:00;401;Lipt.Mikuláš,,AS;06:20:00;9
505416;14;239;Závažná Poruba,,otoč.;07:00:00;401;Lipt.Mikuláš,,AS;07:28:00;9
505416;16;239;Závažná Poruba,,otoč.;07:33:00;401;Lipt.Mikuláš,,AS;07:51:00;9
505416;18;239;Závažná Poruba,,otoč.;08:50:00;401;Lipt.Mikuláš,,AS;09:13:00;9
505416;20;239;Závažná Poruba,,otoč.;12:15:00;401;Lipt.Mikuláš,,AS;12:34:00;9
505416;24;239;Závažná Poruba,,otoč.;13:55:00;401;Lipt.Mikuláš,,AS;14:16:00;9
505416;28;239;Závažná Poruba,,otoč.;16:04:00;401;Lipt.Mikuláš,,AS;16:28:00;13
505416;30;239;Závažná Poruba,,otoč.;15:00:00;401;Lipt.Mikuláš,,AS;15:20:00;9
505416;40;239;Závažná Poruba,,otoč.;19:10:00;401;Lipt.Mikuláš,,AS;19:29:00;9
505416;42;239;Závažná Poruba,,otoč.;21:20:00;401;Lipt.Mikuláš,,AS;21:38:00;9
505416;4;239;Závažná Poruba,,otoč.;13:17:00;401;Lipt.Mikuláš,,AS;13:35:00;9
505416;44;239;Závažná Poruba,,otoč.;17:20:00;401;Lipt.Mikuláš,,AS;17:37:00;9
505419;5;401;Lipt.Mikuláš,,AS;06:45:00;36;Demänovská Dolina,,Jasná;07:15:00;18
505419;7;401;Lipt.Mikuláš,,AS;10:25:00;36;Demänovská Dolina,,Jasná;11:00:00;20
